Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales_Standardized,Holiday Season
1,04-03-2011,1636263.41,0,"59,58","3,288",21382333.27,"7,742","1,044,176,798",0
1,11-03-2011,1553191.63,0,"53,56","3,459",21411105.64,"7,742","89,698,209",0
1,18-03-2011,1576818.06,0,"62,76","3,488",21436271.14,"7,742","938,845,711",0
1,25-03-2011,1541102.38,0,"69,97","3,473",21459993.89,"7,742","875,561,174",0
1,01-04-2011,1495064.75,0,"59,17","3,524",21483716.64,"7,682","793,987,197",0
1,08-04-2011,1614259.35,0,"67,84","3,622",21507439.39,"7,682","1,005,187,852",0
1,15-04-2011,1559889,0,"71,27","3,743",21529185.61,"7,682","908,849,146",0
1,22-04-2011,1564819.81,0,"72,99","3,807",21545990.53,"7,682","917,586,038",0
1,29-04-2011,1455090.69,0,"72,03","3,81",21562795.44,"7,682","723,157,247",0
1,06-05-2011,1629391.28,0,"64,61","3,906",21579600.35,"7,682","1,032,000,086",0
1,13-05-2011,1604775.58,0,"75,64","3,899",21596405.26,"7,682","98,838,358",0
1,20-05-2011,1428218.27,0,"67,63","3,907",21573392.02,"7,682","675,542,064",0
1,27-05-2011,1466046.67,0,"77,72","3,786",21550378.78,"7,682","742,570,124",0
1,03-06-2011,1635078.41,0,83,"3,699",21527365.53,"7,682","1,042,077,099",0
1,10-06-2011,1588948.32,0,"83,13","3,648",21504352.29,"7,682","960,339,292",0
1,17-06-2011,1532114.86,0,"86,41","3,637",21499805.96,"7,682","859,636,207",0
1,24-06-2011,1438830.15,0,"83,58","3,594",21509109.82,"7,682","694,345,231",0
1,01-07-2011,1488538.09,0,"85,55","3,524",21518413.68,"7,962","782,422,622",0
1,08-07-2011,1534849.64,0,"85,83","3,48",21527717.54,"7,962","864,481,958",0
1,15-07-2011,1455119.97,0,"88,54","3,575",21536110.87,"7,962","723,209,128",0
1,22-07-2011,1396926.82,0,"85,77","3,651",21542227.84,"7,962","620,096,811",0
1,29-07-2011,1352219.79,0,"86,83","3,682",21548344.82,"7,962","540,880,521",0
1,05-08-2011,1624383.75,0,"91,65","3,684",2155446.18,"7,962","1,023,127,254",0
1,12-08-2011,1525147.09,0,"90,76","3,638",21560578.78,"7,962","847,290,031",0
1,19-08-2011,1530761.43,0,"89,94","3,554",21566931.07,"7,962","857,238,067",0
1,26-08-2011,1464693.46,0,"87,96","3,523",21573322.58,"7,962","740,172,374",0
1,02-09-2011,1550229.22,0,"87,83","3,533",21579714.09,"7,962","891,733,003",0
1,09-09-2011,1540471.24,1,76,"3,546",2158610.56,"7,962","874,442,859",0
1,16-09-2011,1514259.78,0,"79,94","3,526",21604105.26,"7,962","827,998,829",0
1,23-09-2011,1380020.27,0,"75,8","3,467",21637582.46,"7,962","590,140,131",0
1,30-09-2011,1394561.83,0,"79,69","3,355",21671059.65,"7,962","61,590,629",0
1,07-10-2011,1630989.95,0,"69,31","3,285",21704536.84,"7,866","1,034,832,766",0
1,14-10-2011,1493525.93,0,"71,74","3,274",21735527.33,"7,866","791,260,565",0
1,21-10-2011,1502562.78,0,"63,71","3,353",21751597.62,"7,866","80,727,294",0
1,28-10-2011,1445249.09,0,"66,57","3,372",21767667.91,"7,866","705,718,937",0
1,04-11-2011,1697229.58,0,"54,98","3,332",2178373.82,"7,866","1,152,202,623",0
1,11-11-2011,1594938.89,0,"59,11","3,297",21799808.49,"7,866","97,095,397",0
1,18-11-2011,1539483.7,0,"62,25","3,308",21822050.88,"7,866","872,693,039",0
1,25-11-2011,2033320.66,1,"60,14","3,236",21846762.11,"7,866","1,747,721,683",1
1,02-12-2011,1584083.95,0,"48,91","3,172",21871473.33,"7,866","951,720,126",1
1,09-12-2011,1799682.38,0,"43,93","3,158",21896184.56,"7,866","1,333,738,519",1
1,16-12-2011,1881176.67,0,"51,63","3,159",21917945.33,"7,866","1,478,138,075",1
1,23-12-2011,2270188.99,0,"47,96","3,112",21935772.16,"7,866","2,167,428,166",1
1,30-12-2011,1497462.72,1,"44,55","3,129",21953598.98,"7,866","798,236,155",1
1,06-01-2012,1550369.92,0,"49,01","3,157",21971425.81,"7,348","891,982,309",0
1,13-01-2012,1459601.17,0,"48,53","3,261",21989252.63,"7,348","731,149,356",0
1,20-01-2012,1394393.84,0,"54,11","3,268",21998568.93,"7,348","615,608,629",0
1,27-01-2012,1319325.59,0,"54,26","3,29",22007885.23,"7,348","482,595,359",0
1,03-02-2012,1636339.65,0,"56,55","3,36",22017201.53,"7,348","1,044,311,888",0
1,10-02-2012,1802477.43,1,"48,02","3,409",22026517.83,"7,348","1,338,691,062",0
1,17-02-2012,1819870,0,"45,32","3,51",22042575.86,"7,348","1,369,508,919",0
1,24-02-2012,1539387.83,0,"57,25","3,555",2206369.02,"7,348","872,523,167",0
1,02-03-2012,1688420.76,0,"60,96","3,63",22084804.54,"7,348","1,136,594,294",0
1,09-03-2012,1675431.16,0,"58,76","3,669",22105918.87,"7,348","111,357,805",0
1,16-03-2012,1677472.78,0,"64,74","3,734",22121181.32,"7,348","1,117,195,592",0
1,23-03-2012,1511068.07,0,"65,93","3,787",22128641.26,"7,348","822,343,445",0
1,30-03-2012,1649604.63,0,"67,61","3,845",22136101.19,"7,348","1,067,816,077",0
1,06-04-2012,1899676.88,0,"70,43","3,891",22143561.12,"7,143","1,510,918,557",0
1,13-04-2012,1621031.7,0,"69,07","3,891",22151021.05,"7,143","1,017,187,764",0
1,20-04-2012,1521577.87,0,"66,76","3,877",22156407.37,"7,143","840,965,737",0
1,27-04-2012,1468928.37,0,"67,23","3,814",22161793.68,"7,143","747,676,202",0
1,04-05-2012,1684519.99,0,"75,55","3,749",22167.18,"7,143","1,129,682,528",0
1,11-05-2012,1611096.05,0,"73,77","3,688",22172566.32,"7,143","999,582,807",0
1,18-05-2012,1595901.87,0,"70,33","3,63",2217426.74,"7,143","972,660,273",0
1,25-05-2012,1555444.55,0,"77,22","3,561",2217449.44,"7,143","900,974,035",0
1,01-06-2012,1624477.58,0,"77,95","3,501",22174721.39,"7,143","1,023,293,511",0
1,08-06-2012,1697230.96,0,"78,3","3,452",22174948.39,"7,143","1,152,205,069",0
1,15-06-2012,1630607,0,"79,35","3,393",22176264.21,"7,143","1,034,154,218",0
1,22-06-2012,1527845.81,0,"78,39","3,346",22180302.11,"7,143","852,071,887",0
1,29-06-2012,1540421.49,0,"84,88","3,286",22184.34,"7,143","874,354,707",0
1,06-07-2012,1769854.16,0,"81,57","3,227",22188377.89,"6,908","128,088,596",0
1,13-07-2012,1527014.04,0,"77,12","3,256",22192415.79,"6,908","850,598,075",0
1,20-07-2012,1497954.76,0,"80,42","3,311",22193272.67,"6,908","799,108",0
1,27-07-2012,1439123.71,0,"82,66","3,407",22194129.54,"6,908","694,865,389",0
1,03-08-2012,1631135.79,0,"86,11","3,417",22194986.42,"6,908","1,035,091,179",0
1,10-08-2012,1592409.97,0,"85,05","3,494",22195843.29,"6,908","966,472,982",0
1,17-08-2012,1597868.05,0,"84,85","3,571",22203841.09,"6,908","976,144,143",0
1,24-08-2012,1494122.38,0,"77,66","3,62",22217194.57,"6,908","792,317,414",0
1,31-08-2012,1582083.4,0,"80,49","3,638",22230548.05,"6,908","948,175,355",0
1,07-09-2012,1661767.33,1,"83,96","3,73",22243901.53,"6,908","1,089,367,139",0
1,14-09-2012,1517428.87,0,"74,97","3,717",22258201.93,"6,908","833,614,133",0
1,21-09-2012,1506126.06,0,"69,87","3,721",22278183.86,"6,908","813,586,709",0
1,28-09-2012,1437059.26,0,"76,08","3,666",22298165.79,"6,908","691,207,395",0
1,05-10-2012,1670785.97,0,"68,55","3,617",22318147.72,"6,573","1,105,347,248",0
1,12-10-2012,1573072.81,0,"62,99","3,601",22338129.65,"6,573","93,220,951",0
1,19-10-2012,1508068.77,0,"67,97","3,594",22342572.33,"6,573","817,028,992",0
1,26-10-2012,1493659.74,0,"69,16","3,506",22344425.13,"6,573","791,497,663",0
2,05-02-2010,2136989.46,0,"40,19","2,572",21075260.53,"8,324","1,931,412,206",0
2,12-02-2010,2137809.5,1,"38,49","2,548",21089799.35,"8,324","1,932,865,233",0
2,19-02-2010,2124451.54,0,"39,69","2,514",21094516.05,"8,324","1,909,196,293",0
2,26-02-2010,1865097.27,0,"46,1","2,561",21097595.73,"8,324","1,449,647,021",0
2,05-03-2010,1991013.13,0,"47,17","2,625",21100675.42,"8,324","1,672,757,062",0
2,12-03-2010,1990483.78,0,"57,56","2,667",2110375.51,"8,324","1,671,819,108",0
2,19-03-2010,1946070.88,0,"54,52","2,72",21087333.16,"8,324","1,593,123,986",0
2,26-03-2010,1750197.81,0,"51,26","2,732",21067660.95,"8,324","1,246,056,916",0
2,02-04-2010,2066187.72,0,"63,27","2,719",21047988.74,"8,2","1,805,958,756",0
2,09-04-2010,1954689.21,0,"65,41","2,77",21028316.53,"8,2","1,608,394,786",0
2,16-04-2010,1874957.94,0,"68,07","2,808",21014954.63,"8,2","1,467,119,121",0
2,23-04-2010,1821990.93,0,"65,11","2,795",21010006.48,"8,2","137,326,699",0
2,30-04-2010,1802450.29,0,"66,98","2,78",21005058.33,"8,2","1,338,642,972",0
2,07-05-2010,2042581.71,0,"71,28","2,835",21000110.18,"8,2","1,764,131,317",0
2,14-05-2010,1880752.36,0,"73,31","2,854",20999845.85,"8,2","1,477,386,241",0
2,21-05-2010,1896937.1,0,"74,83","2,826",21027684.43,"8,2","1,506,063,947",0
2,28-05-2010,1957113.89,0,"81,13","2,759",21055523.01,"8,2","1,612,691,071",0
2,04-06-2010,2102539.93,0,"81,81","2,705",2108336.16,"8,2","1,870,371,158",0
2,11-06-2010,2025538.76,0,"83,4","2,668",21111200.18,"8,2","1,733,932,951",0
2,18-06-2010,2001636.96,0,"85,81","2,637",21110965.43,"8,2","1,691,581,403",0
2,25-06-2010,1939927.09,0,"86,26","2,653",21099501.34,"8,2","1,582,237,818",0
2,02-07-2010,2003940.64,0,"82,74","2,669",21088037.26,"8,099","1,695,663,289",0
2,09-07-2010,1880902.62,0,"82,59","2,642",21076573.17,"8,099","1,477,652,487",0
2,16-07-2010,1845879.79,0,"85,32","2,623",21075779.54,"8,099","141,559,561",0
2,23-07-2010,1781717.71,0,"87,66","2,608",21089213.19,"8,099","1,301,906,959",0
2,30-07-2010,1804246.16,0,"83,49","2,64",21102646.84,"8,099","1,341,825,071",0
2,06-08-2010,1991909.98,0,"89,53","2,627",21116080.49,"8,099","1,674,346,188",0
2,13-08-2010,1895601.05,0,"89,05","2,692",21129514.13,"8,099","1,503,696,603",0
2,20-08-2010,1964335.23,0,"88,7","2,664",21125965.86,"8,099","1,625,486,548",0
2,27-08-2010,1863840.49,0,"87,12","2,619",21122417.59,"8,099","1,447,420,135",0
2,03-09-2010,1904608.09,0,"81,83","2,577",21118869.31,"8,099","1,519,656,158",0
2,10-09-2010,1839128.83,1,"79,09","2,565",21115321.04,"8,099","1,403,633,598",0
2,17-09-2010,1793903.6,0,"82,05","2,582",21118064.15,"8,099","1,323,499,111",0
2,24-09-2010,1724557.22,0,"81,79","2,624",21125525.78,"8,099","120,062,441",0
2,01-10-2010,1827440.43,0,"69,24","2,603",21132987.42,"8,163","1,382,922,947",0
2,08-10-2010,1849921.44,0,"63,19","2,633",21140449.06,"8,163","1,422,757,001",0
2,15-10-2010,1794355.49,0,"65,8","2,72",21147132.86,"8,163","1,324,299,814",0
2,22-10-2010,1737947.64,0,"68,5","2,725",21151872.08,"8,163","1,224,350,866",0
2,29-10-2010,1802755.11,0,"66,24","2,716",21156611.31,"8,163","1,339,183,082",0
2,05-11-2010,1939061.41,0,"57,85","2,689",21161350.53,"8,163","1,580,703,921",0
2,12-11-2010,1916812.74,0,"59,69","2,728",21166089.75,"8,163","1,541,281,551",0
2,19-11-2010,1956739.17,0,"50,81","2,771",21154703.04,"8,163","1,612,027,106",0
2,26-11-2010,2658725.29,1,"62,98","2,735",21140628.67,"8,163","2,855,874,797",1
2,03-12-2010,2015781.27,0,"49,33","2,708",2112655.43,"8,163","1,716,643,676",1
2,10-12-2010,2378726.55,0,"45,5","2,843",21112479.93,"8,163","2,359,745,634",1
2,17-12-2010,2609166.75,0,"47,55","2,869",21106454.58,"8,163","2,768,062,127",1
2,24-12-2010,3436007.68,0,"49,97","2,886",21106465.99,"8,163","4,233,139,787",1
2,31-12-2010,1750434.55,1,"47,3","2,943",2110647.74,"8,163","1,246,476,395",1
2,07-01-2011,1758050.79,0,"44,69","2,976",21106488.81,"8,028","1,259,971,594",0
2,14-01-2011,1744193.58,0,"33,02","2,983",21111767.13,"8,028","1,235,418,034",0
2,21-01-2011,1751384.9,0,"41,4","3,016",21148646.91,"8,028","1,248,160,318",0
2,28-01-2011,1695371.68,0,"42,83","3,01",21185526.68,"8,028","1,148,910,614",0
2,04-02-2011,1929346.23,0,"38,25","2,989",21222406.46,"8,028","1,563,489,615",0
2,11-02-2011,2168041.61,1,"33,19","3,022",21259286.24,"8,028","1,986,433,443",0
2,18-02-2011,2080884.82,0,"57,83","3,045",21290331.15,"8,028","1,832,000,515",0
2,25-02-2011,1833511.08,0,"60,8","3,065",2131904.21,"8,028","1,393,679,519",0
2,04-03-2011,1981607.78,0,"57,77","3,288",21347753.05,"8,028","1,656,091,742",0
2,11-03-2011,1879107.31,0,"52,7","3,459",21376464.01,"8,028","1,474,471,381",0
2,18-03-2011,1902557.66,0,"62,32","3,488",21401562.38,"8,028","1,516,023,005",0
2,25-03-2011,1766162.05,0,"69,42","3,473",21425215.73,"8,028","1,274,343,918",0
2,01-04-2011,1800171.36,0,"55,43","3,524",21448869.08,"7,931","1,334,604,941",0
2,08-04-2011,1847552.61,0,67,"3,622",21472522.42,"7,931","1,418,559,676",0
2,15-04-2011,1856467.84,0,"69,48","3,743",21494206.31,"7,931","1,434,356,553",0
2,22-04-2011,1886339.6,0,"69,39","3,807",21510966.57,"7,931","148,728,626",0
2,29-04-2011,1745545.28,0,"69,21","3,81",21527726.83,"7,931","1,237,813,108",0
2,06-05-2011,1837743.6,0,"61,48","3,906",21544487.09,"7,931","1,401,179,112",0
2,13-05-2011,1838513.07,0,"74,61","3,899",21561247.35,"7,931","1,402,542,534",0
2,20-05-2011,1688281.86,0,"67,14","3,907",21538347.78,"7,931","1,136,348,178",0
2,27-05-2011,1797732.56,0,"76,42","3,786",21515448.22,"7,931","1,330,283,637",0
2,03-06-2011,1933756.21,0,"83,07","3,699",21492548.65,"7,931","1,571,303,649",0
2,10-06-2011,1929153.16,0,"83,4","3,648",21469649.08,"7,931","1,563,147,514",0
2,17-06-2011,1953771.99,0,"86,53","3,637",21465135.38,"7,931","1,606,769,566",0
2,24-06-2011,1790925.8,0,"85,17","3,594",21474411.08,"7,931","1,318,222,753",0
2,01-07-2011,1866243,0,"85,69","3,524",21483686.78,"7,852","1,451,677,138",0
2,08-07-2011,1853161.99,0,"87,7","3,48",21492962.49,"7,852","1,428,498,924",0
2,15-07-2011,1785187.29,0,"89,83","3,575",21501344.26,"7,852","13,080,547",0
2,22-07-2011,1743816.41,0,"89,34","3,651",21507491.22,"7,852","1,234,749,727",0
2,29-07-2011,1680693.06,0,"90,07","3,682",21513638.19,"7,852","1,122,901,599",0
2,05-08-2011,1876704.26,0,"93,34","3,684",21519785.15,"7,852","1,470,213,422",0
2,12-08-2011,1812768.26,0,"91,58","3,638",21525932.11,"7,852","1,356,925,361",0
2,19-08-2011,1844094.59,0,"89,86","3,554",21532293.07,"7,852","1,412,432,418",0
2,26-08-2011,1821139.91,0,"90,45","3,523",2153868.97,"7,852","137,175,907",0
2,02-09-2011,1809119.7,0,"89,64","3,533",21545086.32,"7,852","1,350,460,486",0
2,09-09-2011,1748000.65,1,"77,97","3,546",21551482.95,"7,852","1,242,163,773",0
2,16-09-2011,1691439.52,0,"78,85","3,526",21569443.78,"7,852","1,141,943,228",0
2,23-09-2011,1669299.78,0,"75,58","3,467",21602823.56,"7,852","1,102,713,871",0
2,30-09-2011,1650394.44,0,"78,14","3,355",21636203.33,"7,852","106,921,554",0
2,07-10-2011,1837553.43,0,"69,92","3,285",21669583.11,"7,441","140,084,215",0
2,14-10-2011,1743882.19,0,"71,67","3,274",21700482.61,"7,441","1,234,866,282",0
2,21-10-2011,1834680.25,0,"64,53","3,353",21716500.42,"7,441","1,395,751,169",0
2,28-10-2011,1769296.25,0,"65,87","3,372",21732518.24,"7,441","12,798,974",0
2,04-11-2011,1959707.9,0,"55,53","3,332",21748536.05,"7,441","1,617,287,392",0
2,11-11-2011,1920725.15,0,"59,33","3,297",21764553.87,"7,441","1,548,213,942",0
2,18-11-2011,1902762.5,0,"62,01","3,308",21786702.18,"7,441","1,516,385,961",0
2,25-11-2011,2614202.3,1,"56,36","3,236",21811302.69,"7,441","2,776,984,608",1
2,02-12-2011,1954952,0,"48,74","3,172",21835903.19,"7,441","1,608,860,423",1
2,09-12-2011,2290549.32,0,"41,76","3,158",2186050.37,"7,441","2,203,504,591",1
2,16-12-2011,2432736.52,0,"50,13","3,159",21882179.28,"7,441","2,455,445,783",1
2,23-12-2011,3224369.8,0,"46,66","3,112",21899954.95,"7,441","3,858,139,084",1
2,30-12-2011,1874226.52,1,"44,57","3,129",21917730.63,"7,441","1,465,823,119",1
2,06-01-2012,1799520.14,0,"46,75","3,157",2193550.63,"7,057","1,333,451,046",0
2,13-01-2012,1744725.48,0,"45,99","3,261",21953281.98,"7,057","1,236,360,506",0
2,20-01-2012,1711769.11,0,"51,7","3,268",21962584.17,"7,057","1,177,965,185",0
2,27-01-2012,1660906.14,0,"50,5","3,29",21971886.36,"7,057","1,087,841,198",0
2,03-02-2012,1935299.94,0,"55,21","3,36",21981188.54,"7,057","1,574,038,981",0
2,10-02-2012,2103322.68,1,"46,98","3,409",21990490.73,"7,057","1,871,758,111",0
2,17-02-2012,2196688.46,0,"43,82","3,51",22006519.93,"7,057","2,037,192,735",0
2,24-02-2012,1861802.7,0,"54,63","3,555",2202759.44,"7,057","144,380,938",0
2,02-03-2012,1952555.66,0,"58,79","3,63",22048668.86,"7,057","1,604,614,354",0
2,09-03-2012,1937628.26,0,"57,11","3,669",22069743.32,"7,057","1,578,164,526",0
2,16-03-2012,1976082.13,0,"63,68","3,734",22084984.68,"7,057","1,646,300,855",0
2,23-03-2012,1790439.16,0,"64,01","3,787",22092448.58,"7,057","1,317,360,477",0
2,30-03-2012,1857480.84,0,"66,83","3,845",22099912.48,"7,057","1,436,151,485",0
2,06-04-2012,2129035.91,0,"68,43","3,891",22107376.38,"6,891","1,917,319,328",0
2,13-04-2012,1935869.1,0,"68,08","3,891",22114840.28,"6,891","1,575,047,474",0
2,20-04-2012,1847344.45,0,"65,69","3,877",22120210.74,"6,891","1,418,190,838",0
2,27-04-2012,1764133.09,0,"67,2","3,814",2212558.12,"6,891","1,270,748,808",0
2,04-05-2012,1923957.09,0,"76,73","3,749",22130951.66,"6,891","1,553,940,609",0
2,11-05-2012,1917520.99,0,"73,87","3,688",22136322.12,"6,891","1,542,536,497",0
2,18-05-2012,2000940.67,0,"71,27","3,63",2213803.31,"6,891","1,690,347,648",0
2,25-05-2012,1912791.09,0,"78,19","3,561",22138280.29,"6,891","1,534,155,598",0
2,01-06-2012,1910092.37,0,"78,38","3,501",22138527.48,"6,891","1,529,373,742",0
2,08-06-2012,2010216.49,0,"78,69","3,452",22138774.67,"6,891","1,706,783,454",0
2,15-06-2012,1962924.3,0,"80,56","3,393",22140099.01,"6,891","1,622,986,524",0
2,22-06-2012,1887733.21,0,"81,04","3,346",22144116.22,"6,891","1,489,755,594",0
2,29-06-2012,1881046.12,0,"86,32","3,286",22148133.43,"6,891","1,477,906,754",0
2,06-07-2012,2041507.4,0,"84,2","3,227",22152150.64,"6,565","176,222,775",0
2,13-07-2012,1830075.13,0,"80,17","3,256",22156167.84,"6,565","1,387,591,367",0
2,20-07-2012,1819666.46,0,"83,23","3,311",22157011.23,"6,565","1,369,148,267",0
2,27-07-2012,1757923.88,0,"86,37","3,407",22157854.61,"6,565","1,259,746,723",0
2,03-08-2012,1946104.64,0,"90,22","3,417",22158697.99,"6,565","1,593,183,805",0
2,10-08-2012,1866719.96,0,"88,55","3,494",22159541.38,"6,565","1,452,522,262",0
2,17-08-2012,1928016.01,0,"84,79","3,571",22167514.59,"6,565","1,561,132,601",0
2,24-08-2012,1876788.15,0,"76,91","3,62",22180835.18,"6,565","1,470,362,066",0
2,31-08-2012,1947083.3,0,"82,64","3,638",22194155.76,"6,565","1,594,917,891",0
2,07-09-2012,1898777.07,1,"87,65","3,73",22207476.35,"6,565","1,509,324,186",0
2,14-09-2012,1814806.63,0,"75,88","3,717",22221743.95,"6,565","1,360,537,145",0
2,21-09-2012,1829415.67,0,"71,09","3,721",22241693.62,"6,565","1,386,422,871",0
2,28-09-2012,1746470.56,0,"79,45","3,666",22261643.29,"6,565","123,945,261",0
2,05-10-2012,1998321.04,0,"70,27","3,617",22281592.96,"6,17","1,685,705,932",0
2,12-10-2012,1900745.13,0,"60,97","3,601",22301542.63,"6,17","1,512,811,387",0
2,19-10-2012,1847990.41,0,"68,08","3,594",22305980.77,"6,17","1,419,335,413",0
2,26-10-2012,1834458.35,0,"69,79","3,506",22307833.66,"6,17","1,395,357,985",0
3,05-02-2010,461622.22,0,"45,71","2,572",21442488.12,"7,368","-1,037,167,392",0
3,12-02-2010,420728.96,1,"47,93","2,548",21457479.16,"7,368","-1,109,626,071",0
3,19-02-2010,421642.19,0,"47,07","2,514",21461988.68,"7,368","-1,108,007,921",0
3,26-02-2010,407204.86,0,"52,05","2,561",21464751.27,"7,368","-1,133,589,395",0
3,05-03-2010,415202.04,0,"53,04","2,625",21467513.86,"7,368","-1,119,419,209",0
3,12-03-2010,384200.69,0,"63,08","2,667",21470276.46,"7,368","-1,174,350,434",0
3,19-03-2010,375328.59,0,"60,42","2,72",21453012.19,"7,368","-1,190,070,889",0
3,26-03-2010,359949.27,0,"57,06","2,732",21432410.11,"7,368","-1,217,321,473",0
3,02-04-2010,423294.4,0,"65,56","2,719",21411808.03,"7,343","-1,105,080,374",0
3,09-04-2010,415870.28,0,68,"2,77",21391205.95,"7,343","-1,118,235,156",0
3,16-04-2010,354993.26,0,"66,98","2,808",21377268.89,"7,343","-1,226,103,016",0
3,23-04-2010,339976.65,0,"67,87","2,795",21372218.52,"7,343","-1,252,710,915",0
3,30-04-2010,361248.39,0,"70,24","2,78",21367168.15,"7,343","-1,215,019,565",0
3,07-05-2010,399323.86,0,"73,47","2,835",21362117.78,"7,343","-1,147,553,722",0
